0.00;-47.02;0.00;0;-20638964.000000
0.00;-47.02;0.00;0;-4127785.250000
0.00;-47.02;0.00;0;-1876266.500000
0.00;-47.02;0.00;0;-469066.718750
0.00;-47.02;0.00;0;-368552.562500
0.00;-47.02;0.00;0;-349812.656250
0.00;-47.02;0.00;0;-282725.625000
0.00;-47.02;0.00;0;-261253.187500
0.00;-47.02;0.00;0;-237230.187500
0.00;-47.02;0.00;0;-231899.156250
0.00;-47.02;0.00;0;-219564.078125
0.00;-47.02;0.00;0;-212773.421875
0.00;-47.02;0.00;0;-204346.437500
0.00;-47.02;0.00;0;-196561.406250
0.00;-47.02;0.00;0;-189347.750000
0.00;-47.02;0.00;0;-184275.578125
0.00;-47.02;0.00;0;-179468.046875
0.00;-47.02;0.00;0;-174904.968750
0.00;-47.02;0.00;0;-170568.171875
0.00;-47.02;0.00;0;-166441.203125
0.00;-47.02;0.00;0;-162509.234375
0.00;-47.02;0.00;0;-158758.671875
0.00;-47.02;0.00;0;-156352.953125
0.00;-47.02;0.00;0;-154019.062500
0.00;-47.02;0.00;0;-151753.796875
0.00;-47.02;0.00;0;-149554.171875
0.00;-47.02;0.00;0;-146371.843750
0.00;-47.02;0.00;0;-142333.703125
0.00;-47.02;0.00;0;-139448.218750
0.00;-47.02;0.00;0;-137588.625000
0.00;-47.02;0.00;0;-135777.984375
0.00;-47.02;0.00;0;-134014.375000
0.00;-47.02;0.00;0;-131453.328125
0.00;-47.02;0.00;0;-128988.304688
0.00;-47.02;0.00;0;-127395.734375
0.00;-47.02;0.00;0;-125842.062500
0.00;-47.02;0.00;0;-123581.421875
0.00;-47.02;0.00;0;-120690.640625
0.00;-47.02;0.00;0;-117931.992188
0.00;-47.02;0.00;0;-116599.414063
0.00;-47.02;0.00;0;-115296.617188
0.00;-47.02;0.00;0;-112163.484375
0.00;-47.02;0.00;0;-109196.015625
0.00;-47.02;0.00;0;-107489.625000
0.00;-47.02;0.00;0;-105835.742188
0.00;-47.02;0.00;0;-104231.976563
